date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:28:30	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-4af4%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	C:/My%20Web%20Sites/vap/cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	(from https://clouddefiproject.io/)
09:28:30	48944/48944	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214d449eb8876fa55e1ef3c2cc52b0c17%22	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	C:/My%20Web%20Sites/vap/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	(from https://clouddefiproject.io/)
09:28:31	27757/27757	---M--	200	added ('OK')	text/html	etag:W/%226c6d-186bf7be408%22	https://clouddefiproject.io/index.html	C:/My%20Web%20Sites/vap/clouddefiproject.io/index-2.html	(from https://clouddefiproject.io/)
09:28:31	17956/17956	---M--	200	added ('OK')	text/html	etag:W/%224624-186bf7be408%22	https://clouddefiproject.io/portal/	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/index.html	(from https://clouddefiproject.io/)
09:28:32	5317/5317	---M--	200	added ('OK')	image/png	etag:W/%2214c5-186bf7be408%22	https://clouddefiproject.io/assets/vendor/clouddefi.png?v=1.2	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/vendor/clouddefi7839.png	(from https://clouddefiproject.io/)
09:28:32	35367/35367	---M--	200	added ('OK')	image/svg+xml	etag:W/%228a27-186bf7be408%22	https://clouddefiproject.io/assets/vendor/clouddefi.svg?v=1.1	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/vendor/clouddefif9e3.svg	(from https://clouddefiproject.io/)
09:28:33	343872/343872	---M--	200	added ('OK')	image/png	etag:W/%2253f40-186bf7be408%22	https://clouddefiproject.io/assets/vendor/1.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/vendor/1.png	(from https://clouddefiproject.io/)
09:28:35	641621/641621	---M--	200	added ('OK')	image/png	etag:W/%229ca55-186bf7be408%22	https://clouddefiproject.io/assets/vendor/3.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/vendor/3.png	(from https://clouddefiproject.io/)
09:28:43	726753/726753	---M--	200	added ('OK')	image/png	etag:W/%22b16e1-186bf7be408%22	https://clouddefiproject.io/assets/vendor/4.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/vendor/4.png	(from https://clouddefiproject.io/)
09:28:47	282028/282028	---M--	200	added ('OK')	image/png	etag:W/%2244dac-186bf7be408%22	https://clouddefiproject.io/assets/vendor/5.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/vendor/5.png	(from https://clouddefiproject.io/)
09:28:48	4363422/4363422	---M--	200	added ('OK')	image/png	etag:W/%2242949e-186bf7be408%22	https://clouddefiproject.io/assets/vendor/2.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/vendor/2.png	(from https://clouddefiproject.io/)
09:28:49	64940/64940	---MCZ	200	added ('OK')	application/javascript	etag:W/%22635163bb-fdac%22	https://www.livecoinwatch.com/static/lcw-widget.js	C:/My%20Web%20Sites/vap/www.livecoinwatch.com/static/lcw-widget.js	(from https://clouddefiproject.io/)
09:28:50	35503/35503	---M--	200	added ('OK')	application/javascript	etag:W/%228aaf-186bf7be408%22	https://clouddefiproject.io/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/isotope.pkgd.min.js	(from https://clouddefiproject.io/)
09:28:53	5594/5594	---M--	200	added ('OK')	application/javascript	etag:W/%2215da-186bf7be408%22	https://clouddefiproject.io/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/imagesloaded.pkgd.min.js	(from https://clouddefiproject.io/)
09:28:53	9240430/9240430	---M--	200	added ('OK')	video/mp4	etag:W/%228cff6e-186bf7be408%22	https://clouddefiproject.io/assets/vendor/playback.mp4	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/vendor/playback.mp4	(from https://clouddefiproject.io/)
09:28:54	77/77	---MCZ	302	error ('Found')	text/plain	date:Mon,%2027%20Mar%202023%2008:28:54%20GMT	https://unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.js	C:/My%20Web%20Sites/vap/unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.1d.delayed	(from https://clouddefiproject.io/)
09:28:54	367111/367111	---MCZ	200	added ('OK')	application/javascript	etag:%2259a07-9+ZSgdYoXPYwDfF2oh5cz4L42Ds%22	https://unpkg.com/@lottiefiles/lottie-player@1.7.1/dist/lottie-player.js	C:/My%20Web%20Sites/vap/unpkg.com/@lottiefiles/lottie-player@1.7.1/dist/lottie-player.js	(from https://clouddefiproject.io/)
09:28:55	20216/20216	---M--	200	added ('OK')	application/javascript	etag:W/%224ef8-186bf7be408%22	https://clouddefiproject.io/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/jquery.magnific-popup.min.js	(from https://clouddefiproject.io/)
09:28:55	1748/1748	---M--	200	added ('OK')	application/javascript	etag:W/%226d4-186bf7be408%22	https://clouddefiproject.io/assets/js/element-in-view.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/element-in-view.js	(from https://clouddefiproject.io/)
09:28:58	42863/42863	---M--	200	added ('OK')	application/javascript	etag:W/%22a76f-186bf7be408%22	https://clouddefiproject.io/assets/js/slick.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/slick.min.js	(from https://clouddefiproject.io/)
09:28:59	1202/1202	---M--	200	added ('OK')	application/javascript	etag:W/%224b2-186bf7be408%22	https://clouddefiproject.io/assets/js/ajax-form.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/ajax-form.js	(from https://clouddefiproject.io/)
09:28:59	16465948/16465948	---M--	200	added ('OK')	application/pdf	etag:W/%22fb401c-186bf7be408%22	https://clouddefiproject.io/litepaper.pdf	C:/My%20Web%20Sites/vap/clouddefiproject.io/litepaper.pdf	(from https://clouddefiproject.io/)
09:28:59	8415/8415	---M--	200	added ('OK')	application/javascript	etag:W/%2220df-186bf7be408%22	https://clouddefiproject.io/assets/js/wow.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/wow.min.js	(from https://clouddefiproject.io/)
09:29:00	759/759	---M--	200	added ('OK')	application/javascript	etag:W/%222f7-186bf7be408%22	https://clouddefiproject.io/assets/js/plugins.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/plugins.js	(from https://clouddefiproject.io/)
09:29:00	8762/8762	---M--	200	added ('OK')	application/javascript	etag:W/%22223a-186bf7be408%22	https://clouddefiproject.io/assets/js/main.js?v=1.2	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/main7839.js	(from https://clouddefiproject.io/)
09:29:01	62244/62244	---M--	200	added ('OK')	text/javascript	date:Sat,%2018%20Feb%202023%2018:04:32%20GMT	https://www.gstatic.com/charts/loader.js	C:/My%20Web%20Sites/vap/www.gstatic.com/charts/loader.js	(from https://clouddefiproject.io/)
09:29:01	120762/120762	---M--	200	added ('OK')	application/javascript	etag:W/%221d7ba-186bf7be408%22	https://clouddefiproject.io/assets/js/highlight.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/highlight.min.js	(from https://clouddefiproject.io/)
09:29:02	75208/75208	---M--	200	added ('OK')	application/javascript	etag:W/%22125c8-186bf7be408%22	https://clouddefiproject.io/assets/js/showdown.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/showdown.min.js	(from https://clouddefiproject.io/)
09:29:02	5490/5490	---M--	200	added ('OK')	application/javascript	etag:W/%221572-186bf7be408%22	https://clouddefiproject.io/assets/js/index.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/js/index.js	(from https://clouddefiproject.io/)
09:29:05	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221e988-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-brands-400d41d.eot	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:05	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221e988-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-brands-400.eot	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:06	72124/72124	---M--	200	added ('OK')	font/woff2	etag:W/%22119bc-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-brands-400.woff2	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:07	125016/125016	---M--	200	added ('OK')	font/ttf	etag:W/%221e858-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-brands-400.ttf	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:07	84564/84564	---M--	200	added ('OK')	font/woff	etag:W/%2214a54-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-brands-400.woff	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:08	400640/400640	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d00-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-light-300.eot	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-light-300.eot	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:08	660013/660013	---M--	200	added ('OK')	image/svg+xml	etag:W/%22a122d-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-brands-400.svg	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:09	400640/400640	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d00-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-light-300d41d.eot	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:09	207132/207132	---M--	200	added ('OK')	font/woff	etag:W/%223291c-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-light-300.woff	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-light-300.woff	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:10	400360/400360	---M--	200	added ('OK')	font/ttf	etag:W/%2261be8-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-light-300.ttf	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:12	369480/369480	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225a348-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-regular-400d41d.eot	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:12	369480/369480	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225a348-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-regular-400.eot	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:12	156980/156980	---M--	200	added ('OK')	font/woff2	etag:W/%2226534-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-light-300.woff2	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:12	145052/145052	---M--	200	added ('OK')	font/woff2	etag:W/%222369c-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-regular-400.woff2	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:13	191432/191432	---M--	200	added ('OK')	font/woff	etag:W/%222ebc8-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-regular-400.woff	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:14	369188/369188	---M--	200	added ('OK')	font/ttf	etag:W/%225a224-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-regular-400.ttf	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:20	313688/313688	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224c958-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-solid-900.eot	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:20	313688/313688	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224c958-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-solid-900d41d.eot	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:20	117616/117616	---M--	200	added ('OK')	font/woff2	etag:W/%221cb70-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-solid-900.woff2	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:21	1925344/1925344	---M--	200	added ('OK')	image/svg+xml	etag:W/%221d60e0-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-light-300.svg	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-light-300.svg	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:21	156036/156036	---M--	200	added ('OK')	font/woff	etag:W/%2226184-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-solid-900.woff	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:22	1735881/1735881	---M--	200	added ('OK')	image/svg+xml	etag:W/%221a7cc9-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-regular-400.svg	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:23	313408/313408	---M--	200	added ('OK')	font/ttf	etag:W/%224c840-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-solid-900.ttf	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:23	171/171	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:24%20GMT	https://clouddefiproject.io/assets/img/bg/testimonial_bg.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/img/bg/testimonial_bg.png	(from https://clouddefiproject.io/assets/css/style.css?v=4.1)
09:29:24	17956/17956	---M--	200	added ('OK')	text/html	etag:W/%224624-186bf7be408%22	https://clouddefiproject.io/portal/index.html	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/index-2.html	(from https://clouddefiproject.io/portal/)
09:29:24	1403320/1403320	---M--	200	added ('OK')	image/svg+xml	etag:W/%221569b8-186bf7be408%22	https://clouddefiproject.io/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/fonts/fa-solid-900.svg	(from https://clouddefiproject.io/assets/css/fontawesome-all.min.css)
09:29:24	60709/60709	---M--	200	added ('OK')	image/png	etag:W/%22ed25-186bf7be408%22	https://clouddefiproject.io/assets/stakinglive.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/stakinglive.png	(from https://clouddefiproject.io/portal/)
09:29:25	80689/80689	---M--	200	added ('OK')	image/png	etag:W/%2213b31-186bf7be408%22	https://clouddefiproject.io/assets/walletgenerator.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/walletgenerator.png	(from https://clouddefiproject.io/portal/)
09:29:25	48913/48913	---M--	200	added ('OK')	image/png	etag:W/%22bf11-186bf7be408%22	https://clouddefiproject.io/assets/underdevelopment.png	C:/My%20Web%20Sites/vap/clouddefiproject.io/assets/underdevelopment.png	(from https://clouddefiproject.io/portal/)
09:29:26	175/175	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:26%20GMT	https://clouddefiproject.io/portal/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/isotope.pkgd.min.js	(from https://clouddefiproject.io/portal/)
09:29:27	180/180	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:27%20GMT	https://clouddefiproject.io/portal/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/imagesloaded.pkgd.min.js	(from https://clouddefiproject.io/portal/)
09:29:27	184/184	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:27%20GMT	https://clouddefiproject.io/portal/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/jquery.magnific-popup.min.js	(from https://clouddefiproject.io/portal/)
09:29:28	174/174	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:28%20GMT	https://clouddefiproject.io/portal/assets/js/element-in-view.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/element-in-view.js	(from https://clouddefiproject.io/portal/)
09:29:28	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:28%20GMT	https://clouddefiproject.io/portal/assets/js/slick.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/slick.min.js	(from https://clouddefiproject.io/portal/)
09:29:28	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:29%20GMT	https://clouddefiproject.io/portal/assets/js/ajax-form.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/ajax-form.js	(from https://clouddefiproject.io/portal/)
09:29:29	166/166	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:29%20GMT	https://clouddefiproject.io/portal/assets/js/wow.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/wow.min.js	(from https://clouddefiproject.io/portal/)
09:29:30	166/166	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:30%20GMT	https://clouddefiproject.io/portal/assets/js/plugins.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/plugins.js	(from https://clouddefiproject.io/portal/)
09:29:30	163/163	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:30%20GMT	https://clouddefiproject.io/portal/assets/js/main.js?v=1.2	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/main7839.js	(from https://clouddefiproject.io/portal/)
09:29:30	172/172	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:31%20GMT	https://clouddefiproject.io/portal/assets/js/highlight.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/highlight.min.js	(from https://clouddefiproject.io/portal/)
09:29:31	171/171	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2008:29:31%20GMT	https://clouddefiproject.io/portal/assets/js/showdown.min.js	C:/My%20Web%20Sites/vap/clouddefiproject.io/portal/assets/js/showdown.min.js	(from https://clouddefiproject.io/portal/)
